,beds,baths,size,lot_size,price
711,3,1.0,16128,4200.0,yes
712,2,2.0,16128,14374.800000000001,yes
713,4,2.5,16128,3431.0,yes
714,3,3.5,16128,1478.0,yes
715,1,1.0,16128,3871.059694427803,yes
716,2,2.0,16128,4590.0,yes
717,2,2.0,16128,2041.0,yes
718,2,2.5,16128,3871.059694427803,yes
719,2,2.0,16128,800.0,yes
720,3,1.5,16128,11761.2,yes
721,5,3.0,16128,6900.0,yes
722,3,2.0,16128,1139.0,yes
723,4,3.0,16128,6960.0,yes
724,1,1.0,16128,3871.059694427803,yes
725,4,2.0,16128,7892.0,yes
726,4,3.5,16128,5150.0,yes
727,4,2.5,16128,7000.0,yes
728,2,1.0,16128,6985.0,yes
729,3,1.0,16128,3600.0,yes
730,2,2.5,16128,3871.059694427803,yes
731,3,1.5,16128,3880.0,yes
732,3,2.5,16128,5000.0,yes
733,3,2.0,16128,3060.0,yes
734,1,1.0,16128,3871.059694427803,yes
735,4,1.5,16128,4080.0,yes
736,3,2.0,16128,5290.0,yes
737,1,1.0,16128,3871.059694427803,yes
738,2,1.0,16128,5772.0,yes
739,4,3.0,16128,12632.4,yes
740,3,2.5,16128,4000.0,yes
741,2,1.5,16128,966.0,yes
742,3,3.5,16128,1770.0,yes
743,2,2.5,16128,1263.0,yes
744,2,2.0,16128,776.0,yes
745,3,2.0,16128,2700.0,yes
746,3,2.0,16128,6400.0,yes
747,2,2.5,16128,824.0,yes
748,2,2.0,16128,3871.059694427803,yes
749,3,2.5,16128,1396.0,yes
750,4,4.5,16128,5000.0,yes
751,3,1.0,16128,6535.0,yes
752,2,2.5,16128,1412.0,yes
753,2,2.0,16128,43560.0,yes
754,3,2.5,16128,680.0,yes
755,2,1.5,16128,4000.0,yes
756,2,2.0,16128,7200.0,yes
757,3,2.0,16128,990.0,yes
758,3,1.5,16128,7150.0,yes
759,4,3.5,16128,6000.0,yes
760,3,2.0,16128,7500.0,yes
761,2,2.5,16128,1131.0,yes
762,1,1.0,16128,3871.059694427803,yes
763,3,3.0,16128,850.0,yes
764,4,2.0,16128,3840.0,yes
765,2,1.5,16128,3871.059694427803,yes
766,3,3.5,16128,1500.0,yes
767,1,1.0,16128,3871.059694427803,yes
768,2,1.0,16128,3871.059694427803,yes
769,2,2.0,16128,3871.059694427803,yes
770,1,1.0,16128,10890000.0,yes
771,8,4.0,16128,8636.0,yes
772,2,2.0,16128,564.0,yes
773,1,1.0,16128,9600.0,yes
774,4,2.5,16128,9555.0,yes
775,2,2.0,16128,3871.059694427803,yes
776,3,3.5,16128,6000.0,yes
777,4,3.0,16128,14810.400000000001,yes
778,3,2.0,16128,6500.0,yes
779,2,2.5,16128,856.0,yes
780,3,2.0,16128,6000.0,yes
781,2,2.0,16128,3871.059694427803,yes
782,2,2.0,16128,1484.0,yes
783,1,1.0,16128,114562.79999999999,yes
784,2,1.0,16128,5000.0,yes
785,4,2.5,16128,4480.0,yes
786,2,1.5,16128,745.0,yes
787,4,2.0,16128,5043.0,yes
788,3,3.0,16128,3871.059694427803,yes
789,4,3.0,16128,2256.0,yes
790,3,3.0,16128,8540.0,yes
791,3,2.5,16128,1041.0,yes
792,1,1.0,16128,3871.059694427803,yes
793,2,1.5,16128,4001.0,yes
794,2,2.0,16128,794.0,yes
795,2,1.0,16128,8799.0,yes
796,2,1.5,16128,5500.0,yes
797,4,2.0,16128,8000.0,yes
798,2,2.0,16128,1168.0,yes
799,4,3.0,16128,5200.0,yes
800,1,1.0,16128,14810.400000000001,yes
801,2,2.0,16128,900.0,yes
802,3,2.0,16128,3172.0,yes
803,1,1.0,16128,3871.059694427803,yes
804,4,1.0,16128,7320.0,yes
805,5,5.5,16128,8226.0,yes
806,2,2.5,16128,962.0,yes
807,2,2.0,16128,656.0,yes
808,2,1.0,16128,5877.0,yes
809,1,1.0,16128,10018.800000000001,yes
810,6,5.5,16128,12196.800000000001,yes
811,3,2.0,16128,3914.0,yes
812,3,3.5,16128,1785.0,yes
813,3,2.5,16128,1243.0,yes
814,4,2.0,16128,98881.2,yes
815,4,3.5,16128,5000.0,yes
816,2,1.0,16128,5666.0,yes
817,1,1.0,16128,3871.059694427803,yes
818,3,2.5,16128,1426.0,yes
819,2,3.0,16128,30491.999999999996,yes
820,4,2.5,16128,3570.0,yes
821,2,1.0,16128,6000.0,yes
822,2,1.0,16128,6500.0,yes
823,4,3.5,16128,6400.0,yes
824,2,2.0,16128,3871.059694427803,yes
825,2,1.0,16128,2714.0,yes
826,3,3.5,16128,1101.0,yes
827,3,2.0,16128,7242.0,yes
828,6,4.0,16128,5650.0,yes
829,3,1.0,16128,13939.2,yes
830,4,2.5,16128,2499.0,yes
831,1,1.0,16128,3871.059694427803,yes
832,4,3.0,16128,5586.0,yes
833,3,3.5,16128,3871.059694427803,yes
834,3,2.5,16128,3871.059694427803,yes
835,3,2.0,16128,5075.0,yes
836,1,1.0,16128,3871.059694427803,yes
837,3,2.0,16128,2640.0,yes
838,2,2.5,16128,3871.059694427803,yes
839,2,2.0,16128,776.0,yes
840,3,3.5,16128,3871.059694427803,yes
841,3,2.5,16128,1235.0,yes
842,2,1.0,16128,6000.0,yes
843,4,2.5,16128,1562.0,yes
844,2,2.0,16128,3871.059694427803,yes
845,4,2.0,16128,4000.0,yes
846,4,2.0,16128,2600.0,yes
847,4,2.0,16128,3680.0,yes
848,4,3.5,16128,2421.0,yes
849,2,2.0,16128,3871.059694427803,yes
850,2,2.0,16128,3871.059694427803,yes
851,2,2.5,16128,846.0,yes
852,1,1.0,16128,6600.0,yes
853,4,2.5,16128,5724.0,yes
854,3,1.5,16128,2497.0,yes
855,3,3.5,16128,2061.0,yes
856,3,2.5,16128,2880.0,yes
857,4,1.0,16128,6000.0,yes
858,2,2.0,16128,1650.0,yes
859,3,2.5,16128,1550.0,yes
860,3,2.5,16128,1001.0,yes
861,3,2.0,16128,4000.0,yes
862,1,1.0,16128,38332.8,yes
863,3,2.0,16128,5850.0,yes
864,3,2.0,16128,5000.0,yes
865,3,1.5,16128,8070.0,yes
866,3,2.0,16128,8573.0,yes
867,4,2.5,16128,3060.0,yes
868,3,3.5,16128,1781.0,yes
869,1,1.0,16128,17424.0,yes
870,4,2.0,16128,4560.0,yes
871,3,2.5,16128,3000.0,yes
872,3,3.0,16128,16117.199999999999,yes
873,3,2.0,16128,2500.0,yes
874,2,2.0,16128,3871.059694427803,yes
875,3,7.0,16128,5504.0,yes
876,2,2.0,16128,3060.0,yes
877,3,3.5,16128,1680.0,yes
878,4,4.0,16128,5400.0,yes
879,3,2.0,16128,43560.0,yes
880,5,4.0,16128,8820.0,yes
881,3,2.0,16128,11325.6,yes
882,2,2.0,16128,3871.059694427803,yes
883,3,2.0,16128,1350.0,yes
884,3,2.5,16128,1175.0,yes
885,2,1.0,16128,3871.059694427803,yes
886,4,3.0,16128,4000.0,yes
887,3,3.5,16128,1182.0,yes
888,3,2.0,16128,6000.0,yes
889,3,3.5,16128,4920.0,yes
890,1,1.0,16128,3871.059694427803,yes
891,2,1.5,16128,43560.0,yes
892,2,2.0,16128,3871.059694427803,yes
893,2,2.0,16128,9601.0,yes
894,2,1.0,16128,3871.059694427803,yes
895,2,2.0,16128,3871.059694427803,yes
896,2,2.0,16128,6018.0,yes
897,4,3.0,16128,7700.0,yes
898,4,2.0,16128,5460.0,yes
899,2,2.5,16128,13503.6,yes
900,1,2.0,16128,3871.059694427803,yes
901,1,1.0,16128,22215.600000000002,yes
902,2,2.0,16128,755.0,yes
903,9,5.0,16128,4680.0,yes
904,6,5.5,16128,6867.0,yes
905,1,1.0,16128,3871.059694427803,yes
906,3,2.5,16128,1252.0,yes
907,2,2.5,16128,1048.0,yes
908,4,1.0,16128,8520.0,yes
909,1,1.0,16128,9830.0,yes
910,2,2.0,16128,3250.0,yes
911,3,2.5,16128,4800.0,yes
912,2,2.5,16128,780.0,yes
913,4,2.0,16128,9660.0,yes
914,3,2.5,16128,1372.0,yes
915,2,1.0,16128,6946.0,yes
916,3,1.0,16128,3000.0,yes
917,5,3.5,16128,7581.0,yes
918,4,2.0,16128,5000.0,yes
919,3,3.0,16128,9465.0,yes
920,2,2.0,16128,6250.0,yes
921,4,5.5,16128,9000.0,yes
922,2,1.5,16128,43560.0,yes
923,3,1.5,16128,5196.0,yes
924,3,1.5,16128,4000.0,yes
925,1,1.0,16128,16988.4,yes
926,4,2.0,16128,6075.0,yes
927,3,2.5,16128,1136.0,yes
928,3,2.0,16128,8340.0,yes
929,3,3.0,16128,6710.0,yes
930,2,2.0,16128,802.0,yes
931,3,2.5,16128,7548.0,yes
932,2,2.0,16128,13068.0,yes
933,1,1.0,16128,3871.059694427803,yes
934,2,1.0,16128,5000.0,yes
935,6,6.0,16128,2388.0,yes
936,4,2.0,16128,54450.0,yes
937,4,2.0,16128,5535.0,yes
938,3,1.0,16128,5000.0,yes
939,3,3.5,16128,3000.0,yes
940,1,1.0,16128,3871.059694427803,yes
941,5,3.5,16128,3600.0,yes
942,2,1.0,16128,6000.0,yes
943,3,2.5,16128,2752.0,yes
944,1,1.0,16128,17424.0,yes
945,2,2.0,16128,12632.4,yes
946,2,2.0,16128,8000.0,yes
947,3,2.5,16128,1570.0,yes
948,3,2.0,16128,1188.0,yes
949,2,1.5,16128,5027.0,yes
950,4,3.5,16128,4120.0,yes
951,3,2.5,16128,1022.0,yes
952,2,2.0,16128,114562.79999999999,yes
953,5,4.0,16128,3969.0,yes
954,3,2.0,16128,7770.0,yes
955,1,1.0,16128,3871.059694427803,yes
956,3,2.0,16128,400751.99999999994,yes
957,4,3.0,16128,9956.0,yes
958,5,3.5,16128,43560.0,yes
959,3,2.5,16128,2498.0,yes
960,3,2.5,16128,7089.0,yes
961,2,1.0,16128,6600.0,yes
962,2,2.0,16128,3871.059694427803,yes
963,1,1.0,16128,3871.059694427803,yes
964,5,3.5,16128,11761.2,yes
965,3,4.5,16128,1231.0,yes
966,2,2.0,16128,656.0,yes
967,1,1.0,16128,3871.059694427803,yes
968,3,3.0,16128,43560.0,yes
969,3,1.5,16128,8992.0,yes
970,2,2.0,16128,7405.0,yes
971,4,3.5,16128,7598.0,yes
972,1,1.0,16128,20037.600000000002,yes
973,3,2.0,16128,4200.0,yes
974,3,2.0,16128,6093.0,yes
975,2,1.5,16128,6120.0,yes
976,1,1.0,16128,5640.0,yes
977,4,2.5,16128,9500.0,yes
978,3,1.0,16128,15245.999999999998,yes
979,2,2.0,16128,3871.059694427803,yes
980,2,1.0,16128,5077.0,yes
981,3,2.0,16128,3200.0,yes
982,4,3.5,16128,3062.0,yes
983,3,2.5,16128,1304.0,yes
984,3,1.0,16128,7258.0,yes
985,3,3.5,16128,987.0,yes
986,4,2.0,16128,6900.0,yes
987,2,2.0,16128,3871.059694427803,yes
988,2,2.5,16128,897.0,yes
989,4,3.5,16128,3491.0,yes
990,2,1.0,16128,5000.0,yes
991,2,1.0,16128,4672.0,yes
992,3,2.0,16128,6957.0,yes
993,3,2.0,16128,5195.0,yes
994,3,2.0,16128,2700.0,yes
995,3,2.0,16128,3871.059694427803,yes
996,2,2.0,16128,6120.0,yes
997,2,1.5,16128,900.0,yes
998,6,5.0,16128,4000.0,yes
999,2,1.5,16128,6080.0,yes
1000,2,2.0,16128,3871.059694427803,yes
1001,2,1.0,16128,4920.0,yes
1002,3,1.0,16128,4080.0,yes
1003,3,2.0,16128,1405.0,yes
1004,2,2.0,16128,3871.059694427803,yes
1005,2,3.0,16128,133293.6,yes
1006,3,2.0,16128,6000.0,yes
1007,3,2.0,16128,10890.0,yes
1008,1,1.0,16128,3871.059694427803,yes
1009,3,2.0,16128,5000.0,yes
1010,1,1.0,16128,3871.059694427803,yes
1011,1,1.0,16128,3871.059694427803,yes
1012,2,2.0,16128,1452.0,yes
1013,3,1.5,16128,6215.0,yes
1014,2,2.0,16128,6000.0,yes
1015,2,1.0,16128,4000.0,yes
1016,1,1.0,16128,3871.059694427803,yes
1017,3,1.5,16128,3000.0,yes
1018,2,1.0,16128,5413.0,yes
1019,4,3.5,16128,4000.0,yes
1020,2,1.0,16128,3871.059694427803,yes
1021,1,1.0,16128,3871.059694427803,yes
1022,3,1.5,16128,1250.0,yes
1023,5,3.0,16128,1959.0,yes
1024,3,4.0,16128,5080.0,yes
1025,4,4.0,16128,6600.0,yes
1026,4,2.0,16128,6960.0,yes
1027,4,3.5,16128,11761.2,yes
1028,4,2.5,16128,4046.0,yes
1029,2,1.0,16128,3871.059694427803,yes
1030,2,2.5,16128,7547.0,yes
1031,3,2.5,16128,2125.0,yes
1032,2,2.0,16128,978.0,yes
1033,4,2.0,16128,2168.0,yes
1034,3,2.5,16128,2929.0,yes
1035,3,2.0,16128,815.0,yes
1036,3,2.0,16128,719.0,yes
1037,3,1.5,16128,6300.0,yes
1038,3,1.5,16128,2242.0,yes
1039,3,3.0,16128,8207.0,yes
1040,2,2.0,16128,588.0,yes
1041,3,2.5,16128,695.0,yes
1042,1,1.0,16128,3871.059694427803,yes
1043,2,1.5,16128,1748.0,yes
1044,2,1.0,16128,3200.0,yes
1045,2,1.5,16128,3871.059694427803,yes
1046,2,1.5,16128,3858.0,yes
1047,5,2.0,16128,6400.0,yes
1048,1,1.0,16128,3871.059694427803,yes
1049,1,1.0,16128,3871.059694427803,yes
1050,1,1.0,16128,3871.059694427803,yes
1051,4,3.0,16128,6402.0,yes
1052,4,2.0,16128,4400.0,yes
1053,3,2.0,16128,5632.0,yes
1054,2,2.0,16128,864.0,yes
1055,4,3.0,16128,9500.0,yes
1056,2,2.0,16128,46173.600000000006,yes
1057,4,3.0,16128,6298.0,yes
1058,4,2.5,16128,3871.059694427803,yes
1059,1,1.0,16128,3871.059694427803,yes
1060,2,2.0,16128,18295.2,yes
1061,6,7.0,16128,12632.4,yes
1062,2,1.5,16128,1740.0,yes
1063,3,3.5,16128,1728.0,yes
1064,3,2.5,16128,1102.0,yes
1065,3,3.5,16128,1274.0,yes
1066,3,1.5,16128,1169.0,yes
1067,4,3.5,16128,5000.0,yes
1068,4,1.0,16128,11761.2,yes
1069,1,1.0,16128,3871.059694427803,yes
1070,5,3.0,16128,4000.0,yes
1071,1,1.0,16128,7197.0,yes
1072,2,2.0,16128,585.0,yes
1073,2,1.5,16128,1262.0,yes
1074,2,2.5,16128,887.0,yes
1075,4,2.5,16128,3000.0,yes
1076,4,3.0,16128,7200.0,yes
1077,4,2.5,16128,5001.0,yes
1078,5,3.5,16128,5445.0,yes
1079,5,3.5,16128,4080.0,yes
1080,3,2.5,16128,1482.0,yes
1081,2,1.0,16128,6340.0,yes
1082,3,2.0,16128,4760.0,yes
1083,3,2.5,16128,1143.0,yes
1084,1,1.0,16128,3871.059694427803,yes
1085,2,2.0,16128,4958.0,yes
1086,4,2.0,16128,2808.0,yes
1087,4,3.0,16128,6840.0,yes
1088,3,2.0,16128,2734.0,yes
1089,2,2.5,16128,1748.0,yes
1090,4,2.5,16128,3060.0,yes
1091,2,1.0,16128,6180.0,yes
1092,3,2.0,16128,910.0,yes
1093,3,3.0,16128,513.0,yes
1094,4,3.0,16128,7455.0,yes
1095,4,2.0,16128,5243.0,yes
1096,3,2.0,16128,6395.0,yes
1097,3,2.5,16128,1040.0,yes
1098,4,4.0,16128,4000.0,yes
1099,3,1.5,16128,15245.999999999998,yes
1100,3,2.5,16128,1734.0,yes
1101,2,1.5,16128,4800.0,yes
1102,3,1.0,16128,7320.0,yes
1103,3,1.5,16128,14374.800000000001,yes
1104,2,2.0,16128,7443.0,yes
1105,5,2.5,16128,14374.800000000001,yes
1106,2,1.5,16128,3871.059694427803,yes
1107,3,2.5,16128,1362.0,yes
1108,1,1.0,16128,3871.059694427803,yes
1109,2,2.0,16128,18730.8,yes
1110,3,2.5,16128,12196.800000000001,yes
1111,3,2.5,16128,1485.0,yes
1112,3,2.0,16128,27878.4,yes
1113,2,2.5,16128,1293.0,yes
1114,3,2.5,16128,1500.0,yes
1115,1,1.0,16128,3871.059694427803,yes
1116,3,2.0,16128,729.0,yes
1117,2,2.5,16128,2068.0,yes
1118,2,2.5,16128,990.0,yes
1119,3,2.0,16128,4239.0,yes
1120,1,1.0,16128,1549.0,yes
1121,2,2.0,16128,3871.059694427803,yes
1122,4,2.0,16128,4178.0,yes
1123,3,2.0,16128,3871.059694427803,yes
1124,3,1.0,16128,5000.0,yes
1125,3,2.5,16128,5000.0,yes
1126,2,2.5,16128,3753.0,yes
1127,4,2.5,16128,3000.0,yes
1128,4,2.0,16128,6250.0,yes
1129,4,3.5,16128,3900.0,yes
1130,3,2.0,16128,8910.0,yes
1131,3,1.0,16128,10890.0,yes
1132,2,2.0,16128,3871.059694427803,yes
1133,3,2.0,16128,3353.0,yes
1134,3,1.5,16128,4080.0,yes
1135,4,3.5,16128,3960.0,yes
1136,4,2.0,16128,7475.0,yes
1137,1,1.0,16128,15245.999999999998,yes
1138,3,3.5,16128,3871.059694427803,yes
1139,2,1.0,16128,4800.0,yes
1140,3,2.5,16128,7200.0,yes
1141,3,3.5,16128,1545.0,yes
1142,2,2.0,16128,3871.059694427803,yes
1143,2,1.0,16128,3871.059694427803,yes
1144,3,2.5,16128,662.0,yes
1145,4,2.0,16128,4700.0,yes
1146,3,3.0,16128,2200.0,yes
1147,1,1.0,16128,29620.800000000003,yes
1148,1,1.0,16128,3871.059694427803,yes
1149,1,1.0,16128,3871.059694427803,yes
1150,1,1.0,16128,5100.0,yes
1151,3,2.5,16128,1248.0,yes
1152,4,3.5,16128,4000.0,yes
1153,4,3.5,16128,3178.0,yes
1154,3,3.5,16128,1125.0,yes
1155,3,1.5,16128,4800.0,yes
1156,3,2.0,16128,3871.059694427803,yes
1157,3,3.5,16128,7531.0,yes
1158,3,2.5,16128,3871.059694427803,yes
1159,3,3.0,16128,5760.0,yes
1160,2,2.0,16128,3871.059694427803,yes
1161,1,2.0,16128,3871.059694427803,yes
1162,3,2.0,16128,7920.0,yes
1163,3,1.0,16128,9180.0,yes
1164,2,2.0,16128,960.0,yes
1165,2,2.0,16128,3871.059694427803,yes
1166,3,2.0,16128,8580.0,yes
1167,2,1.0,16128,6200.0,yes
1168,2,2.0,16128,3090.0,yes
1169,3,2.0,16128,5350.0,yes
1170,1,1.0,16128,3871.059694427803,yes
1171,4,2.0,16128,3600.0,yes
1172,3,2.0,16128,7680.0,yes
1173,4,4.5,16128,4500.0,yes
1174,3,3.5,16128,1563.0,yes
1175,3,1.0,16128,3710.0,yes
1176,2,2.0,16128,86248.8,yes
1177,3,2.5,16128,2757.0,yes
1178,4,3.5,16128,5400.0,yes
1179,9,9.0,16128,5020.0,yes
1180,2,2.0,16128,3871.059694427803,yes
1181,3,3.0,16128,826.0,yes
1182,2,2.0,16128,3871.059694427803,yes
1183,4,1.0,16128,3825.0,yes
1184,5,1.0,16128,4240.0,yes
1185,3,4.5,16128,3314.0,yes
1186,3,2.0,16128,5650.0,yes
1187,2,1.0,16128,6180.0,yes
1188,1,1.0,16128,25264.8,yes
1189,4,2.5,16128,9670.0,yes
1190,5,4.5,16128,6772.0,yes
1191,1,1.0,16128,3871.059694427803,yes
1192,2,1.5,16128,5137.0,yes
1193,2,2.5,16128,2450.0,yes
1194,4,2.0,16128,3570.0,yes
1195,1,1.0,16128,4000.0,yes
1196,4,2.0,16128,3750.0,yes
1197,4,3.5,16128,4305.0,yes
1198,3,2.5,16128,10454.4,yes
1199,3,2.0,16128,3220.0,yes
1200,4,2.0,16128,6240.0,yes
1201,4,2.0,16128,2280.0,yes
1202,2,3.0,16128,2240.0,yes
1203,4,3.5,16128,2500.0,yes
1204,1,1.0,16128,3871.059694427803,yes
1205,3,3.5,16128,1694.0,yes
1206,2,2.5,16128,5500.0,yes
1207,3,1.0,16128,5856.0,yes
1208,6,7.0,16128,3600.0,yes
1209,3,2.5,16128,2700.0,yes
1210,3,1.5,16128,1193.0,yes
1211,4,3.0,16128,5580.0,yes
1212,3,2.5,16128,1268.0,yes
1213,2,1.0,16128,6084.0,yes
1214,4,2.5,16128,1500.0,yes
1215,2,1.0,16128,560.0,yes
1216,1,1.0,16128,3871.059694427803,yes
1217,2,2.0,16128,3871.059694427803,yes
1218,2,1.0,16128,176853.59999999998,yes
1219,2,2.0,16128,3871.059694427803,yes
1220,3,2.0,16128,9290.0,yes
1221,4,5.0,16128,7961.0,yes
1222,2,2.0,16128,8000.0,yes
1223,2,2.0,16128,3600.0,yes
1224,2,1.0,16128,4386.0,yes
1225,1,1.0,16128,4356000.0,yes
1226,4,2.0,16128,8001.0,yes
1227,3,3.0,16128,513.0,yes
1228,3,3.0,16128,1316.0,yes
1229,1,1.0,16128,30491.999999999996,yes
1230,5,3.0,16128,7006.0,yes
1231,2,2.0,16128,3871.059694427803,yes
1232,4,2.0,16128,4000.0,yes
1233,1,1.0,16128,3871.059694427803,yes
1234,2,1.0,16128,3871.059694427803,yes
1235,4,3.5,16128,4503.0,yes
1236,3,1.0,16128,7200.0,yes
1237,2,1.0,16128,13939.2,yes
1238,2,1.5,16128,7154.0,yes
1239,1,1.0,16128,500.0,yes
1240,1,1.5,16128,97138.8,yes
1241,1,1.0,16128,3871.059694427803,yes
1242,5,3.5,16128,3400.0,yes
1243,2,2.0,16128,13939.2,yes
1244,4,2.0,16128,6000.0,yes
1245,2,1.0,16128,7440.0,yes
1246,2,1.0,16128,79714.8,yes
1247,5,2.0,16128,7578.0,yes
1248,2,1.0,16128,3871.059694427803,yes
1249,3,2.0,16128,3871.059694427803,yes
1250,2,1.5,16128,3871.059694427803,yes
1251,2,2.0,16128,3871.059694427803,yes
1252,4,2.0,16128,4700.0,yes
1253,2,1.0,16128,4000.0,yes
1254,4,2.5,16128,2400.0,yes
1255,4,3.0,16128,5715.0,yes
1256,3,2.0,16128,6120.0,yes
1257,3,2.0,16128,5750.0,yes
1258,3,1.5,16128,5080.0,yes
1259,4,5.5,16128,9450.0,yes
1260,1,1.0,16128,5000.0,yes
1261,3,2.0,16128,1170.0,yes
1262,3,3.0,16128,8000.0,yes
1263,2,2.0,16128,400751.99999999994,yes
1264,2,1.5,16128,1060.0,yes
1265,2,2.0,16128,1331.0,yes
1266,3,3.5,16128,1467.0,yes
1267,2,1.0,16128,4400.0,yes
1268,2,2.5,16128,1354.0,yes
1269,4,3.5,16128,5016.0,yes
1270,1,1.0,16128,560.0,yes
1271,3,2.0,16128,3400.0,yes
1272,2,1.0,16128,6300.0,yes
1273,3,2.0,16128,9065.0,yes
1274,1,1.0,16128,3871.059694427803,yes
1275,3,1.0,16128,6223.0,yes
1276,3,3.0,16128,6882.0,yes
1277,4,3.5,16128,5000.0,yes
1278,1,1.0,16128,3871.059694427803,yes
1279,3,2.5,16128,9487.0,yes
1280,4,3.5,16128,4080.0,yes
1281,3,3.0,16128,2500.0,yes
1282,3,3.0,16128,4000.0,yes
1283,3,1.0,16128,5200.0,yes
1284,3,1.5,16128,5000.0,yes
1285,1,1.0,16128,3871.059694427803,yes
1286,4,2.0,16128,8160.0,yes
1287,3,2.5,16128,924.0,yes
1288,4,3.0,16128,4000.0,yes
1289,3,2.5,16128,4452.0,yes
1290,4,4.0,16128,5700.0,yes
1291,4,2.5,16128,2336.0,yes
1292,1,1.0,16128,3871.059694427803,yes
1293,2,2.0,16128,3871.059694427803,yes
1294,3,2.5,16128,7944.0,yes
1295,1,1.0,16128,5480.0,yes
1296,3,3.0,16128,2475.0,yes
1297,4,5.0,16128,5124.0,yes
1298,4,2.0,16128,2242.0,yes
1299,3,3.0,16128,1003.0,yes
1300,4,2.5,16128,4500.0,yes
1301,4,2.0,16128,4275.0,yes
1302,4,3.5,16128,9500.0,yes
1303,4,2.0,16128,3440.0,yes
1304,2,2.0,16128,8100.0,yes
1305,2,2.0,16128,18730.8,yes
1306,2,1.0,16128,7531.0,yes
1307,3,3.5,16128,2208.0,yes
1308,2,3.0,16128,118047.59999999999,yes
1309,4,3.5,16128,6840.0,yes
1310,4,2.0,16128,5272.0,yes
1311,4,2.5,16128,8760.0,yes
1312,4,1.0,16128,5073.0,yes
1313,2,2.0,16128,3871.059694427803,yes
1314,3,2.0,16128,15245.999999999998,yes
1315,3,1.0,16128,10890.0,yes
1316,3,1.0,16128,9856.0,yes
1317,5,2.0,16128,3315.0,yes
1318,2,2.5,16128,3871.059694427803,yes
1319,5,3.0,16128,7707.0,yes
1320,3,1.0,16128,3000.0,yes
1321,3,2.0,16128,1232.0,yes
1322,2,2.5,16128,33541.200000000004,yes
1323,5,2.0,16128,7620.0,yes
1324,3,3.5,16128,2557.0,yes
1325,2,2.0,16128,1247.0,yes
1326,2,2.0,16128,583.0,yes
1327,3,2.5,16128,1131.0,yes
1328,7,4.0,16128,2920.0,yes
1329,4,3.0,16128,6030.0,yes
1330,2,2.0,16128,1156.0,yes
1331,4,3.0,16128,3360.0,yes
1332,4,2.0,16128,4500.0,yes
1333,2,2.0,16128,6250.0,yes
1334,3,2.5,16128,982.0,yes
1335,3,2.0,16128,939.0,yes
1336,2,2.0,16128,1045.0,yes
1337,3,2.5,16128,570.0,yes
1338,9,5.0,16128,7908.0,yes
1339,3,3.5,16128,1081.0,yes
1340,2,2.0,16128,912.0,yes
1341,4,2.0,16128,4224.0,yes
1342,3,2.0,16128,839.0,yes
1343,1,1.0,16128,16117.199999999999,yes
1344,4,3.0,16128,8297.0,yes
1345,4,1.0,16128,5240.0,yes
1346,4,3.0,16128,5000.0,yes
1347,3,3.0,16128,5000.0,yes
1348,2,3.0,16128,675.0,yes
1349,4,3.5,16128,1884.0,yes
1350,4,2.0,16128,3760.0,yes
1351,3,2.5,16128,7500.0,yes
1352,3,2.0,16128,4000.0,yes
1353,4,5.0,16128,5624.0,yes
1354,3,3.5,16128,3871.059694427803,yes
1355,3,2.5,16128,1282.0,yes
1356,2,2.0,16128,5000.0,yes
1357,1,1.0,16128,3871.059694427803,yes
1358,2,3.0,16128,3871.059694427803,yes
1359,2,1.0,16128,6200.0,yes
1360,4,2.0,16128,4471.0,yes
1361,3,2.0,16128,6769.0,yes
1362,3,3.0,16128,1199.0,yes
1363,4,2.5,16128,52272.0,yes
1364,4,3.0,16128,1999.0,yes
1365,5,3.0,16128,6120.0,yes
1366,1,1.0,16128,747.0,yes
1367,2,1.0,16128,5150.0,yes
1368,4,2.0,16128,9216.0,yes
1369,4,3.0,16128,8691.0,yes
1370,4,2.0,16128,6380.0,yes
1371,2,2.0,16128,3871.059694427803,yes
1372,5,3.0,16128,5100.0,yes
1373,4,2.5,16128,1800.0,yes
1374,2,1.0,16128,3844.0,yes
1375,2,1.0,16128,4250.0,yes
1376,5,2.0,16128,6000.0,yes
1377,3,3.0,16128,5000.0,yes
1378,2,2.0,16128,6150.0,yes
1379,2,2.0,16128,3871.059694427803,yes
1380,4,3.5,16128,3600.0,yes
1381,2,1.5,16128,3871.059694427803,yes
1382,1,1.0,16128,3871.059694427803,yes
1383,2,1.0,16128,6061.0,yes
1384,5,5.0,16128,13939.2,yes
1385,2,2.5,16128,834.0,yes
1386,3,1.5,16128,4000.0,yes
1387,1,1.0,16128,3871.059694427803,yes
1388,4,2.5,16128,3367.0,yes
1389,2,2.0,16128,3871.059694427803,yes
1390,2,1.0,16128,3056.0,yes
1391,3,3.0,16128,2600.0,yes
1392,3,1.0,16128,4200.0,yes
1393,4,3.5,16128,13939.2,yes
1394,2,2.0,16128,144619.19999999998,yes
1395,4,2.0,16128,1000.0,yes
1396,4,2.0,16128,4947.0,yes
1397,4,3.0,16128,4000.0,yes
1398,5,2.0,16128,4080.0,yes
1399,3,4.5,16128,1008.0,yes
1400,2,2.0,16128,588.0,yes
1401,3,2.0,16128,8421.0,yes
1402,1,1.0,16128,10018.800000000001,yes
1403,1,1.0,16128,3871.059694427803,yes
1404,3,2.0,16128,4850.0,yes
